RecordType,BusinessID,BusinessName,Category,City,State,Country,Address,Phone,MailingAddress,Website,Email,Facebook,Instagram,Description,Cuisine,Latitude,Longitude,Rating,PriceLevel,ImageURL,ReservationMethod,ReservationPhone,ReservationURL,Tags,Service,Days,StartTimeLocal,EndTimeLocal,WindowName,IsSpecial,SpecialType,MenuID,MealPeriod,SectionID,SectionName,AvailabilityWindow,ItemID,ItemName,ItemDescription,Price,PriceType,Size,OptionGroupIDs,ItemTags,OptionGroupID,OptionGroupName,Required,MinSelections,MaxSelections,OptionName,OptionPriceDelta,OptionDescription,OptionTags,PolicyType,AgeMax,Notes,EventID,EventCategory,EventTitle,StartDate,StartTime,EndTime,Recurrence,ArtistName,EventDescription,Admission,EventPrice,Source
BUSINESS,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,"789 Perdido Beach Blvd, Orange Beach, AL 36561",(251) 555-3456,,https://beachsidecafe.com,hello@beachsidecafe.com,https://facebook.com/beachsidecafe,@beachsidecafe,Artisan coffee roasted locally fresh-baked pastries and homemade ice cream. Cozy indoor seating plus outdoor patio with ocean views. Free WiFi perfect for remote work or relaxing with friends.,Coffee Shop • Bakery • Ice Cream,30.2803,-87.5658,4.8,$,https://images.unsplash.com/photo-1445116572660-236099ec97a0?w=800,,,,"coffee|bakery|ice cream|free wifi|outdoor seating|pet friendly|vegan options|gluten free options",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOURS,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,Coffee & Pastries,Monday,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOURS,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,Coffee & Pastries,Tuesday,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOURS,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,Coffee & Pastries,Wednesday,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOURS,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,Coffee & Pastries,Thursday,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOURS,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,Coffee & Pastries,Friday,06:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOURS,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,Coffee & Pastries,Saturday,06:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOURS,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,Coffee & Pastries,Sunday,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_SECTION,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_hot_coffee,Hot Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_SECTION,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_espresso,Espresso Drinks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_SECTION,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_cold_coffee,Iced & Cold Brew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_SECTION,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_pastries,Bakery,sec_pastries,Pastries & Croissants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_SECTION,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_pastries,Bakery,sec_muffins,Muffins & Scones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_SECTION,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_pastries,Bakery,sec_cakes,Cakes & Desserts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_SECTION,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_icecream,Ice Cream,sec_icecream,Homemade Ice Cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_hot_coffee,Hot Coffee,,item_drip_coffee,House Drip Coffee,Our signature medium roast coffee freshly brewed all day,2.99,fixed,,og_coffee_size,coffee|hot,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_hot_coffee,Hot Coffee,,item_pour_over,Pour Over Coffee,Single-origin pour over coffee brewed to order,4.99,fixed,12oz,,coffee|hot,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_espresso,Espresso Drinks,,item_latte,Caffè Latte,Espresso with steamed milk and a thin layer of foam,4.99,fixed,,og_coffee_size|og_milk_choice,coffee|espresso|hot,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_espresso,Espresso Drinks,,item_cappuccino,Cappuccino,Espresso topped with thick velvety foam,4.99,fixed,,og_coffee_size|og_milk_choice,coffee|espresso|hot,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_espresso,Espresso Drinks,,item_mocha,Caffè Mocha,Espresso with chocolate steamed milk and whipped cream,5.49,fixed,,og_coffee_size|og_milk_choice,coffee|espresso|hot|chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_espresso,Espresso Drinks,,item_caramel_macchiato,Caramel Macchiato,Espresso with vanilla steamed milk caramel drizzle,5.49,fixed,,og_coffee_size|og_milk_choice,coffee|espresso|hot,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_cold_coffee,Iced & Cold Brew,,item_iced_coffee,Iced Coffee,Our house coffee served over ice,3.49,fixed,,og_milk_choice,coffee|iced,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_cold_coffee,Iced & Cold Brew,,item_cold_brew,Cold Brew,Smooth and bold slow-steeped for 18 hours,4.49,fixed,,og_milk_choice,coffee|cold brew,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_coffee,Coffee & Espresso,sec_cold_coffee,Iced & Cold Brew,,item_iced_latte,Iced Latte,Espresso with cold milk over ice,4.99,fixed,,og_milk_choice,coffee|espresso|iced,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_pastries,Bakery,sec_pastries,Pastries & Croissants,,item_croissant,Butter Croissant,Flaky French butter croissant baked fresh daily,3.99,fixed,,,pastry,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_pastries,Bakery,sec_pastries,Pastries & Croissants,,item_almond_croissant,Almond Croissant,Butter croissant filled with almond cream topped with sliced almonds,4.99,fixed,,,pastry,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_pastries,Bakery,sec_pastries,Pastries & Croissants,,item_chocolate_croissant,Chocolate Croissant,Flaky croissant filled with rich dark chocolate,4.49,fixed,,,pastry|chocolate,,,,,,,,,,,,,,,,,,,,,,,,,
MENU_ITEM,beachside-cafe,Beachside Café & Bakery,coffee-sweets,Orange Beach,AL,USA,,,,,,,,,,,,,,,,,,,,,,,,menu_pastries,Bakery,sec_pastries,Pastries & Croissants,,item_danish,Fruit Danish,Flaky pastry with seasonal fruit and glaze,4.49,fixed,,,pastry,,,,,,,,,,,,,,,,,,,,,,,,,
